id_cliente,timestamp_chegada,dia_semana,hora,canal,tempo_servico_min,tam_pedido_itens,ticket_R$,perfil_totem,atendentes_efetivos,intervalo_chegada_min
139,2026-05-04 11:02:18.178463,seg,11,totem,2.768,3,39.89,jovem,4,0.4100104666666667
218,2026-05-04 11:02:24.540370,seg,11,drive,5.512,2,32.92,,1,0.21313413333333334
140,2026-05-04 11:02:24.673882,seg,11,totem,0.056,1,13.37,jovem,4,0.10825698333333333
141,2026-05-04 11:02:36.712340,seg,11,totem,1.103,3,49.79,jovem,4,0.20064096666666667
219,2026-05-04 11:02:51.145580,seg,11,drive,1.89,4,55.49,,1,0.44342016666666667
142,2026-05-04 11:02:53.806487,seg,11,totem,0.793,1,15.14,idoso,4,0.28490245
66,2026-05-04 11:03:05.086327,seg,11,balcao,3.354,6,102.72,,1,2.2960083333333334
220,2026-05-04 11:03:09.239814,seg,11,drive,2.242,2,32.5,,1,0.30157056666666665
221,2026-05-04 11:03:10.532788,seg,11,drive,8.075,2,32.66,,1,0.02154956666666667
67,2026-05-04 11:03:11.422131,seg,11,balcao,5.598,3,33.9,,1,0.10559673333333335
143,2026-05-04 11:03:26.500578,seg,11,totem,0.58,3,40.82,jovem,4,0.5449015166666666
222,2026-05-04 11:03:55.552666,seg,11,drive,4.258,1,17.95,,1,0.7503312999999999
68,2026-05-04 11:05:16.311367,seg,11,balcao,0.145,2,30.48,,1,2.0814872666666666
223,2026-05-04 11:05:16.739761,seg,11,drive,1.841,7,100.87,,1,1.35311825
224,2026-05-04 11:05:20.495381,seg,11,drive,5.241,4,65.83,,1,0.06259366666666667
144,2026-05-04 11:05:28.765141,seg,11,totem,0.404,2,35.42,jovem,4,2.0377427166666666
225,2026-05-04 11:05:31.923278,seg,11,drive,7.733,1,16.06,,1,0.19046495
69,2026-05-04 11:06:01.024243,seg,11,balcao,0.625,1,13.34,,1,0.7452146000000001
226,2026-05-04 11:06:08.223036,seg,11,drive,1.735,2,18.27,,1,0.6049959666666667
227,2026-05-04 11:06:08.280775,seg,11,drive,1.566,2,20.69,,1,0.0009623166666666666
228,2026-05-04 11:06:14.618726,seg,11,drive,1.061,2,18.68,,1,0.10563251666666668
70,2026-05-04 11:06:15.848516,seg,11,balcao,4.061,4,46.41,,1,0.24707121666666668
71,2026-05-04 11:06:33.849998,seg,11,balcao,0.998,2,22.87,,1,0.3000247
145,2026-05-04 11:06:35.758536,seg,11,totem,0.494,2,32.11,jovem,4,1.1165565833333335
146,2026-05-04 11:06:38.424707,seg,11,totem,1.142,4,40.57,jovem,4,0.04443618333333333
229,2026-05-04 11:07:03.994929,seg,11,drive,7.045,2,18.03,,1,0.8229367166666666
230,2026-05-04 11:07:23.161994,seg,11,drive,1.063,4,47.11,,1,0.31945108333333333
147,2026-05-04 11:07:27.664561,seg,11,totem,8.844,3,47.72,jovem,4,0.8206642333333334
148,2026-05-04 11:07:33.673898,seg,11,totem,0.683,4,45.43,idoso,4,0.10015561666666667
72,2026-05-04 11:07:42.944398,seg,11,balcao,1.407,2,28.92,,1,1.1515733333333331
231,2026-05-04 11:07:46.170869,seg,11,drive,2.991,1,10.17,,1,0.38348125
73,2026-05-04 11:07:58.623328,seg,11,balcao,0.391,3,27.98,,1,0.2613155
149,2026-05-04 11:08:04.232541,seg,11,totem,0.438,5,61.26,jovem,4,0.5093107166666667
232,2026-05-04 11:08:12.523162,seg,11,drive,6.001,3,37.69,,1,0.43920488333333335
233,2026-05-04 11:08:53.508412,seg,11,drive,2.228,2,28.36,,1,0.6830875
74,2026-05-04 11:09:04.519187,seg,11,balcao,0.916,3,49.17,,1,1.0982643166666668
234,2026-05-04 11:09:10.832809,seg,11,drive,4.173,2,17.22,,1,0.28873995
150,2026-05-04 11:09:36.263794,seg,11,totem,6.174,1,9.7,idoso,4,1.5338542166666669
235,2026-05-04 11:09:36.828552,seg,11,drive,1.516,1,10.31,,1,0.43326238333333333
75,2026-05-04 11:10:01.084871,seg,11,balcao,1.545,1,10.53,,1,0.9427614
236,2026-05-04 11:10:08.370496,seg,11,drive,4.304,4,50.28,,1,0.5256990666666667
237,2026-05-04 11:10:12.412154,seg,11,drive,4.17,4,39.36,,1,0.06736096666666666
238,2026-05-04 11:10:16.365848,seg,11,drive,8.249,1,11.17,,1,0.0658949
76,2026-05-04 11:10:40.873881,seg,11,balcao,0.441,6,76.36,,1,0.6631501666666666
239,2026-05-04 11:11:01.608661,seg,11,drive,1.803,1,13.92,,1,0.7540468833333333
240,2026-05-04 11:11:06.318341,seg,11,drive,0.794,2,35.98,,1,0.07849466666666666
241,2026-05-04 11:11:17.123787,seg,11,drive,1.322,4,67.19,,1,0.18009076666666665
77,2026-05-04 11:11:22.500548,seg,11,balcao,1.785,1,16.23,,1,0.6937777833333333
78,2026-05-04 11:11:31.727005,seg,11,balcao,1.52,2,26.23,,1,0.15377428333333334
242,2026-05-04 11:11:40.977371,seg,11,drive,4.224,1,17.88,,1,0.39755973333333333
79,2026-05-04 11:11:46.713151,seg,11,balcao,2.796,2,35.36,,1,0.2497691
80,2026-05-04 11:12:20.545746,seg,11,balcao,4.652,2,31.76,,1,0.5638765833333333
81,2026-05-04 11:12:41.554951,seg,11,balcao,1.711,1,9.81,,1,0.3501534166666667
82,2026-05-04 11:13:07.407146,seg,11,balcao,0.04,3,51.69,,1,0.43086991666666663
151,2026-05-04 11:13:10.371851,seg,11,totem,0.054,3,34.42,idoso,4,3.5684676166666667
83,2026-05-04 11:13:38.027928,seg,11,balcao,4.758,1,10.78,,1,0.5103463666666667
243,2026-05-04 11:13:44.957504,seg,11,drive,3.744,2,22.2,,1,2.06633555
244,2026-05-04 11:13:47.869200,seg,11,drive,1.376,1,12.59,,1,0.04852826666666667
152,2026-05-04 11:14:01.375381,seg,11,totem,0.815,1,9.62,jovem,4,0.8500588333333333
153,2026-05-04 11:14:11.428437,seg,11,totem,1.713,4,71.64,jovem,4,0.16755093333333332
84,2026-05-04 11:14:23.440767,seg,11,balcao,2.192,1,10.13,,1,0.7568806499999999
85,2026-05-04 11:14:55.617412,seg,11,balcao,2.426,4,36.58,,1,0.5362774166666667
154,2026-05-04 11:15:08.753955,seg,11,totem,2.503,3,40.43,jovem,4,0.9554253
245,2026-05-04 11:15:10.582792,seg,11,drive,5.027,5,61.56,,1,1.3785598666666667
155,2026-05-04 11:15:34.771192,seg,11,totem,4.84,3,35.49,idoso,4,0.4336206166666667
246,2026-05-04 11:15:37.102024,seg,11,drive,2.773,5,48.83,,1,0.44198719999999997
247,2026-05-04 11:15:53.523316,seg,11,drive,4.539,1,9.17,,1,0.2736882
156,2026-05-04 11:16:32.146355,seg,11,totem,2.078,5,45.93,jovem,4,0.9562527166666667
157,2026-05-04 11:16:41.827994,seg,11,totem,0.665,2,17.87,jovem,4,0.16136065000000002
86,2026-05-04 11:16:46.855588,seg,11,balcao,1.368,6,65.23,,1,1.8539695999999999
248,2026-05-04 11:16:51.013080,seg,11,drive,1.993,1,14.45,,1,0.9581627333333333
158,2026-05-04 11:17:23.842606,seg,11,totem,0.378,6,92.9,jovem,4,0.7002435333333333
87,2026-05-04 11:17:26.659743,seg,11,balcao,1.832,3,26.77,,1,0.6634025833333334
249,2026-05-04 11:17:35.185408,seg,11,drive,2.655,4,49.64,,1,0.7362054666666666
88,2026-05-04 11:17:50.337720,seg,11,balcao,5.42,4,39.6,,1,0.39463295
89,2026-05-04 11:18:01.163371,seg,11,balcao,3.71,2,34.61,,1,0.18042751666666668
250,2026-05-04 11:18:01.614580,seg,11,drive,2.028,1,11.07,,1,0.4404862
159,2026-05-04 11:18:01.995019,seg,11,totem,0.99,2,17.03,idoso,4,0.63587355
160,2026-05-04 11:18:20.290220,seg,11,totem,0.326,3,43.87,idoso,4,0.3049200166666666
90,2026-05-04 11:18:38.921966,seg,11,balcao,2.874,4,57.49,,1,0.6293099166666667
91,2026-05-04 11:18:48.694413,seg,11,balcao,0.309,3,37.08,,1,0.16287411666666665
161,2026-05-04 11:19:16.080063,seg,11,totem,0.781,4,68.08,jovem,4,0.9298307166666666
92,2026-05-04 11:19:20.500554,seg,11,balcao,0.467,3,38.34,,1,0.53010235
93,2026-05-04 11:19:28.616798,seg,11,balcao,1.777,4,58.06,,1,0.13527073333333334
251,2026-05-04 11:19:36.731954,seg,11,drive,1.358,5,60.96,,1,1.5852895666666666
94,2026-05-04 11:19:54.259690,seg,11,balcao,0.511,2,28.93,,1,0.42738153333333334
162,2026-05-04 11:20:02.190057,seg,11,totem,0.732,4,71.37,jovem,4,0.7684999
95,2026-05-04 11:20:24.274424,seg,11,balcao,1.461,2,35.89,,1,0.5002455666666666
163,2026-05-04 11:20:45.638399,seg,11,totem,25.86,3,45.14,idoso,4,0.7241390333333333
96,2026-05-04 11:20:50.460810,seg,11,balcao,4.296,5,53.48,,1,0.4364397666666667
164,2026-05-04 11:20:50.685672,seg,11,totem,1.421,4,61.86,jovem,4,0.08412121666666666
252,2026-05-04 11:21:25.244138,seg,11,drive,4.328,2,24.9,,1,1.8085364000000002
253,2026-05-04 11:21:53.132571,seg,11,drive,3.979,1,12.94,,1,0.46480721666666663
165,2026-05-04 11:22:17.573424,seg,11,totem,0.104,5,80.12,jovem,4,1.4481292000000001
254,2026-05-04 11:22:19.068500,seg,11,drive,6.848,3,31.65,,1,0.43226548333333337
97,2026-05-04 11:22:20.366563,seg,11,balcao,0.001,4,37.88,,1,1.4984292166666668
166,2026-05-04 11:22:24.598747,seg,11,totem,0.435,2,27.7,idoso,4,0.11708871666666668
98,2026-05-04 11:22:26.269866,seg,11,balcao,0.357,2,28.17,,1,0.09838838333333334
255,2026-05-04 11:22:44.831799,seg,11,drive,5.553,1,9.41,,1,0.42938831666666666
99,2026-05-04 11:22:57.587131,seg,11,balcao,0.221,2,23.26,,1,0.5219544166666666
256,2026-05-04 11:23:00.842643,seg,11,drive,2.139,2,24.6,,1,0.26684739999999996
257,2026-05-04 11:23:36.417954,seg,11,drive,2.079,5,50.52,,1,0.59292185
258,2026-05-04 11:23:40.518525,seg,11,drive,4.957,3,28.0,,1,0.06834285000000001
100,2026-05-04 11:23:51.516172,seg,11,balcao,2.28,3,42.76,,1,0.89881735
167,2026-05-04 11:23:58.216612,seg,11,totem,0.711,3,52.01,jovem,4,1.56029775
259,2026-05-04 11:24:12.752319,seg,11,drive,5.601,5,57.43,,1,0.5372299
260,2026-05-04 11:24:15.249529,seg,11,drive,4.193,3,52.59,,1,0.041620166666666666
168,2026-05-04 11:24:38.981023,seg,11,totem,2.707,5,74.35,jovem,4,0.67940685
101,2026-05-04 11:24:42.167824,seg,11,balcao,4.063,2,23.35,,1,0.8441942
102,2026-05-04 11:24:46.605583,seg,11,balcao,1.867,4,51.01,,1,0.07396264999999999
103,2026-05-04 11:24:55.407659,seg,11,balcao,2.096,3,44.81,,1,0.14670126666666666
104,2026-05-04 11:24:57.703019,seg,11,balcao,0.594,1,14.74,,1,0.038256
261,2026-05-04 11:25:27.212014,seg,11,drive,2.77,4,41.05,,1,1.19937475
105,2026-05-04 11:26:43.997209,seg,11,balcao,2.439,3,41.54,,1,1.7715698333333334
262,2026-05-04 11:26:57.327841,seg,11,drive,4.353,2,28.5,,1,1.50193045
263,2026-05-04 11:26:59.313573,seg,11,drive,3.347,1,15.75,,1,0.033095533333333337
106,2026-05-04 11:27:26.307463,seg,11,balcao,8.695,3,46.2,,1,0.7051709
264,2026-05-04 11:27:27.648348,seg,11,drive,1.716,1,11.94,,1,0.47224625000000003
107,2026-05-04 11:27:52.753465,seg,11,balcao,2.45,2,20.78,,1,0.4407667
265,2026-05-04 11:27:53.615430,seg,11,drive,1.735,5,59.36,,1,0.4327847
266,2026-05-04 11:28:36.761220,seg,11,drive,1.695,5,62.41,,1,0.7190964999999999
169,2026-05-04 11:29:08.290536,seg,11,totem,1.365,4,51.53,jovem,4,4.488491883333333
267,2026-05-04 11:29:32.718010,seg,11,drive,2.741,3,39.2,,1,0.9326131666666666
170,2026-05-04 11:29:48.213813,seg,11,totem,1.847,1,16.84,idoso,4,0.66538795
108,2026-05-04 11:30:25.092179,seg,11,balcao,4.942,2,32.34,,1,2.5389785666666667
268,2026-05-04 11:31:10.042284,seg,11,drive,3.14,3,50.54,,1,1.6220712333333334
269,2026-05-04 11:31:17.367410,seg,11,drive,5.68,3,38.35,,1,0.12208543333333334
270,2026-05-04 11:31:22.133209,seg,11,drive,7.169,5,86.3,,1,0.07942998333333334
271,2026-05-04 11:31:39.879726,seg,11,drive,3.297,6,77.26,,1,0.29577528333333336
272,2026-05-04 11:32:02.268501,seg,11,drive,2.223,1,17.66,,1,0.37314624999999996
109,2026-05-04 11:32:10.920022,seg,11,balcao,3.941,3,37.73,,1,1.7637973833333334
273,2026-05-04 11:32:19.519886,seg,11,drive,5.843,2,19.57,,1,0.2875230833333333
110,2026-05-04 11:32:29.894799,seg,11,balcao,3.391,3,33.21,,1,0.3162462833333333
274,2026-05-04 11:32:37.862091,seg,11,drive,4.153,1,13.09,,1,0.30570341666666667
275,2026-05-04 11:32:39.041958,seg,11,drive,5.478,4,65.52,,1,0.01966445
276,2026-05-04 11:32:54.299009,seg,11,drive,6.296,3,26.94,,1,0.25428418333333336
171,2026-05-04 11:33:07.101117,seg,11,totem,3.018,5,64.11,jovem,4,3.3147884
172,2026-05-04 11:33:16.659138,seg,11,totem,1.81,4,36.84,jovem,4,0.15930035
111,2026-05-04 11:33:58.610773,seg,11,balcao,2.19,1,13.79,,1,1.4785995666666667
173,2026-05-04 11:34:15.978792,seg,11,totem,1.029,2,26.64,jovem,4,0.9886609
112,2026-05-04 11:34:24.811648,seg,11,balcao,0.485,2,24.22,,1,0.43668125
113,2026-05-04 11:34:25.394933,seg,11,balcao,3.317,5,86.06,,1,0.009721416666666668
277,2026-05-04 11:34:31.693331,seg,11,drive,5.235,3,42.63,,1,1.6232387000000001
278,2026-05-04 11:34:55.406729,seg,11,drive,5.301,1,11.95,,1,0.3952233
174,2026-05-04 11:35:10.334381,seg,11,totem,0.095,2,25.65,idoso,4,0.9059264833333334
114,2026-05-04 11:35:30.528684,seg,11,balcao,4.952,3,50.58,,1,1.0855625166666667
175,2026-05-04 11:35:42.119566,seg,11,totem,0.001,2,23.68,jovem,4,0.5297530833333333
279,2026-05-04 11:36:26.010351,seg,11,drive,4.244,4,36.59,,1,1.5100603666666668
176,2026-05-04 11:37:02.837571,seg,11,totem,0.477,2,28.28,idoso,4,1.3453000833333335
177,2026-05-04 11:37:35.512069,seg,11,totem,0.595,3,37.14,jovem,4,0.5445749666666667
280,2026-05-04 11:37:45.714484,seg,11,drive,2.712,4,54.21,,1,1.3284022166666667
281,2026-05-04 11:38:01.957357,seg,11,drive,2.639,3,46.12,,1,0.27071455
282,2026-05-04 11:38:51.108508,seg,11,drive,0.784,1,12.87,,1,0.81918585
178,2026-05-04 11:39:10.569331,seg,11,totem,2.447,1,17.82,jovem,4,1.5842877
115,2026-05-04 11:39:10.912255,seg,11,balcao,2.419,1,17.22,,1,3.6730595166666666
283,2026-05-04 11:39:29.081640,seg,11,drive,1.766,4,42.67,,1,0.6328855333333333
179,2026-05-04 11:39:44.497554,seg,11,totem,0.377,4,57.14,jovem,4,0.5654703833333333
180,2026-05-04 11:39:50.261704,seg,11,totem,2.042,2,26.97,jovem,4,0.09606916666666666
181,2026-05-04 11:39:53.325319,seg,11,totem,0.492,4,43.59,jovem,4,0.05106025
116,2026-05-04 11:40:05.578332,seg,11,balcao,0.722,1,17.04,,1,0.9111012833333334
284,2026-05-04 11:40:27.502543,seg,11,drive,3.683,2,19.68,,1,0.9736817166666667
285,2026-05-04 11:40:53.847070,seg,11,drive,1.331,2,27.75,,1,0.43907545
117,2026-05-04 11:40:56.612620,seg,11,balcao,2.189,5,68.0,,1,0.8505714666666666
182,2026-05-04 11:41:10.190324,seg,11,totem,3.617,3,30.51,idoso,4,1.2810834166666667
118,2026-05-04 11:41:22.296327,seg,11,balcao,1.54,1,9.13,,1,0.4280617833333333
286,2026-05-04 11:41:32.220495,seg,11,drive,5.605,4,49.54,,1,0.6395570833333333
183,2026-05-04 11:41:37.120336,seg,11,totem,3.21,3,38.12,idoso,4,0.44883353333333337
119,2026-05-04 11:41:50.151256,seg,11,balcao,1.457,4,70.4,,1,0.4642488166666666
287,2026-05-04 11:41:55.898913,seg,11,drive,5.421,2,33.88,,1,0.3946403
288,2026-05-04 11:42:32.429016,seg,11,drive,1.69,2,17.47,,1,0.6088350499999999
289,2026-05-04 11:42:49.133094,seg,11,drive,3.338,3,47.5,,1,0.27840129999999996
290,2026-05-04 11:42:56.410150,seg,11,drive,8.016,1,13.96,,1,0.12128426666666667
184,2026-05-04 11:43:03.628950,seg,11,totem,1.028,2,30.28,idoso,4,1.4418102333333331
291,2026-05-04 11:43:34.774597,seg,11,drive,1.384,2,25.19,,1,0.63940745
120,2026-05-04 11:44:01.857417,seg,11,balcao,4.112,6,88.21,,1,2.1951026833333334
292,2026-05-04 11:44:08.963309,seg,11,drive,1.487,2,30.53,,1,0.5698118666666667
185,2026-05-04 11:44:42.871286,seg,11,totem,1.497,4,54.72,jovem,4,1.6540389333333332
293,2026-05-04 11:45:05.044865,seg,11,drive,5.334,4,35.21,,1,0.9346926
121,2026-05-04 11:45:07.034941,seg,11,balcao,4.083,3,44.56,,1,1.0862920666666667
122,2026-05-04 11:45:13.551506,seg,11,balcao,4.435,3,32.68,,1,0.10860941666666667
123,2026-05-04 11:45:22.983542,seg,11,balcao,1.33,2,29.01,,1,0.1572006
124,2026-05-04 11:45:24.744698,seg,11,balcao,0.873,3,48.4,,1,0.0293526
186,2026-05-04 11:45:32.917048,seg,11,totem,0.975,5,55.51,jovem,4,0.8340960333333334
294,2026-05-04 11:45:43.160221,seg,11,drive,1.587,1,13.89,,1,0.6352559333333333
295,2026-05-04 11:45:45.436436,seg,11,drive,2.424,3,28.57,,1,0.03793691666666667
187,2026-05-04 11:45:46.783957,seg,11,totem,0.062,1,17.43,idoso,4,0.23111515
188,2026-05-04 11:45:59.370074,seg,11,totem,0.238,3,42.95,jovem,4,0.20976861666666666
125,2026-05-04 11:46:16.833932,seg,11,balcao,0.536,5,52.18,,1,0.8681538999999999
296,2026-05-04 11:46:20.895648,seg,11,drive,2.676,2,30.93,,1,0.5909868666666667
189,2026-05-04 11:46:21.397365,seg,11,totem,4.642,4,43.96,idoso,4,0.3671215166666667
126,2026-05-04 11:46:26.876721,seg,11,balcao,5.019,4,41.44,,1,0.16737981666666668
190,2026-05-04 11:46:30.460175,seg,11,totem,3.069,3,37.01,jovem,4,0.15104683333333335
297,2026-05-04 11:46:49.223362,seg,11,drive,2.521,2,19.75,,1,0.4721285666666667
298,2026-05-04 11:46:50.748998,seg,11,drive,1.753,1,13.37,,1,0.025427266666666667
127,2026-05-04 11:46:54.562114,seg,11,balcao,1.289,3,27.54,,1,0.4614232166666667
128,2026-05-04 11:47:00.239621,seg,11,balcao,0.593,3,50.18,,1,0.09462511666666668
299,2026-05-04 11:47:21.368902,seg,11,drive,3.028,3,29.89,,1,0.5103317333333333
129,2026-05-04 11:47:33.239862,seg,11,balcao,1.882,2,28.27,,1,0.5500040166666668
191,2026-05-04 11:47:39.468853,seg,11,totem,1.637,1,15.05,idoso,4,1.1501446333333334
192,2026-05-04 11:49:16.187136,seg,11,totem,2.363,3,30.45,jovem,4,1.6119713833333333
300,2026-05-04 11:49:27.049277,seg,11,drive,1.463,4,42.24,,1,2.0946729166666667
130,2026-05-04 11:50:10.381919,seg,11,balcao,1.275,1,17.77,,1,2.6190342833333333
131,2026-05-04 11:50:28.100903,seg,11,balcao,0.416,2,29.26,,1,0.2953164
193,2026-05-04 11:50:52.803338,seg,11,totem,0.07,2,21.21,jovem,4,1.6102700333333333
194,2026-05-04 11:50:54.553206,seg,11,totem,2.02,3,32.53,jovem,4,0.029164466666666666
195,2026-05-04 11:50:57.316302,seg,11,totem,2.804,1,16.78,jovem,4,0.0460516
301,2026-05-04 11:51:06.363611,seg,11,drive,1.53,1,11.71,,1,1.6552389
302,2026-05-04 11:51:12.084421,seg,11,drive,3.63,1,14.2,,1,0.09534683333333334
196,2026-05-04 11:51:16.806703,seg,11,totem,0.154,2,32.12,jovem,4,0.3248400166666666
197,2026-05-04 11:51:57.073635,seg,11,totem,2.647,3,32.86,idoso,4,0.6711155333333333
198,2026-05-04 11:52:02.081464,seg,11,totem,0.722,1,16.99,jovem,4,0.08346381666666666
303,2026-05-04 11:52:17.881099,seg,11,drive,4.355,3,52.15,,1,1.0966113
199,2026-05-04 11:52:24.773216,seg,11,totem,1.607,5,49.38,idoso,4,0.37819586666666666
